Identifier,Rated,Votes,Bayesian_Score,Wilson_Score,BTL_Score,DM_Score,My_WRS
Joint Security Area,3.85,33043,3.8492649654005375,3.827155873303028,4.139784946236559,3.849447772936335,2.901444812914554
Fireworks,3.85,32271,3.8492474088054207,3.826882375974825,4.139784946236559,3.8494345643822037,2.8948531449275365
How Green Was My Valley,3.85,25741,3.8490568609204767,3.824094385562298,4.139784946236559,3.8492911520236155,2.8318152064540865
The Pawnbroker,3.85,10420,3.847676743075454,3.8091049802300607,4.139784946236559,3.848249400479616,2.579664408886976
Jules and Jim,3.85,43540,3.849441970635467,3.830116669240382,4.139784946236559,3.8495808933287403,2.9783650943147983
After the Wedding,3.85,36156,3.8493281638402475,3.8281679731404172,4.139784946236559,3.849495312629629,2.9265484899659677
The Young Girls of Rochefort,3.85,11478,3.8478899635669674,3.8110572905904103,4.139784946236559,3.848410694069494,2.6066267216370482
The Women,3.85,14572,3.848336445082752,3.8154822888300925,4.139784946236559,3.8487480277148935,2.6731710501944765
Holiday,3.85,17491,3.848613277464227,3.8185218472145968,4.139784946236559,3.8489569044353,2.724078840885248
Love and Death,3.85,40060,3.8493935552231364,3.8292657892079225,4.139784946236559,3.8495444902034195,2.955138208760804
The Muppet Christmas Carol,3.85,64885,3.8496254023254024,3.833729748606891,4.139784946236559,3.849718754815842,3.089600448252953
The Unknown Soldier,3.85,12341,3.848036921959487,3.8124588291056902,4.139784946236559,3.8485217884335006,2.626839140950528
Eega,3.85,26368,3.8490792452115987,3.8244065945893464,4.139784946236559,3.849308004398438,2.8385254220183134
The Great Silence,3.85,17493,3.848613435558342,3.818523663445323,4.139784946236559,3.848957023659847,2.7241107205014266
Dragon Ball Super: Broly,3.85,30416,3.8492015853738595,3.826182943042099,4.139784946236559,3.849400085467276,2.878346578062101
The Girl Who Leapt Through Time,3.85,69340,3.849649452370659,3.8342636026032966,4.139784946236559,3.849736823130723,3.1081163450026255
In America,3.85,43934,3.849446969352492,3.8302065550383446,4.139784946236559,3.849584651448599,2.980876909157413
Twelve O'Clock High,3.85,15439,3.848429562915618,3.816475184738159,4.139784946236559,3.848818311318311,2.6892852192998955
The Turin Horse,3.85,18835,3.8487119671697116,3.8196759539955165,4.139784946236559,3.8490313163481953,2.744719968554026
Nightmare Alley,3.85,12962,3.848130610205964,3.813378926382005,4.139784946236559,3.8485925811675794,2.6405274513335875
Always,3.85,10808,3.8477597623871804,3.8098544292463705,4.139784946236559,3.8483122167761032,2.589857536735062
The Breadwinner,3.85,27515,3.849117558498096,3.8249497305363844,4.139784946236559,3.8493368459302326,2.850397821894573
Bad Day at Black Rock,3.85,23545,3.848969082432719,3.822903737211833,4.139784946236559,3.8492250530785563,2.8069520570473165
Captain Blood,3.85,15328,3.8484182273377554,3.816352816323673,4.139784946236559,3.8488097567338424,2.687273400507164
Der blaue Engel,3.85,15965,3.8484811426787386,3.8170374870273243,4.139784946236559,3.8488572323105825,2.6986261706498063
Top Hat,3.85,20238,3.84880104002366,3.8207551856497863,4.139784946236559,3.8490984537864943,2.764751898736547
Zelig,3.85,43427,3.849440520275088,3.8300906634665037,4.139784946236559,3.8495798029102968,2.9776405055577655
The Marriage of Maria Braun,3.85,14545,3.848333367591641,3.8154499406344353,4.139784946236559,3.848745704467354,2.672653961774691
The Past,3.85,50222,3.8495161421865056,3.831494168820919,4.139784946236559,3.8496366496107672,3.018174394654057
Joyeux Noel,3.85,30999,3.8492165770234146,3.8264095492755628,4.139784946236559,3.8494113662753198,2.8836404128114657
Elmer Gantry,3.85,12404,3.848046852416894,3.812555334021649,4.139784946236559,3.8485292932548956,2.6282588400569566
Sergeant York,3.85,19362,3.8487469348856376,3.82009515566746,4.139784946236559,3.849057675427273,2.7524141700787093
Last Year at Marienbad,3.85,24143,3.8489945645434633,3.8232440940526047,4.139784946236559,3.849244243829717,2.8139452257421915
Vagabond,3.85,12885,3.848119482025512,3.8132684893966435,4.139784946236559,3.848584173778123,2.6388662371027656
A Thursday,3.85,24883,3.8490244054064893,3.8236480782877247,4.139784946236559,3.8492667148826745,2.822363012197597
The Lady Eve,3.85,22819,3.8489363548909004,3.8224725824378587,4.139784946236559,3.849200403084473,2.798219330405376
Corpus Christi,3.85,20957,3.848842076450707,3.821265535078571,4.139784946236559,3.8491293769678463,2.7744857516494204
Mon Oncle,3.85,23675,3.848974731296101,3.8229788292867233,4.139784946236559,3.8492293074324326,2.8084873012009703
The Edge of Heaven,3.85,33025,3.849264565381709,3.8271496063104893,4.139784946236559,3.849447471995156,2.9012928821971014
Udta Punjab,3.85,31720,3.8492343563109856,3.826681068050903,4.139784946236559,3.849424743892829,2.8900513098378076
Ball of Fire,3.85,13641,3.848223321890293,3.8143116615411947,4.139784946236559,3.84866261175436,2.65476313108786
Kapoor & Sons,3.85,27806,3.8491267769959796,3.825082128074127,4.139784946236559,3.8493437848333394,2.853331204088634
The Gunfighter,3.85,12140,3.848004552912223,3.8121458902777743,4.139784946236559,3.848497324001647,2.6222606900412226
Intolerance,3.85,16385,3.8485199574079707,3.817466771934976,4.139784946236559,3.8488865161683954,2.7058663601984274
Mouchette,3.85,12613,3.848079088683566,3.812870253790219,4.139784946236559,3.8485536535108578,2.63291753015015
The Awful Truth,3.85,20798,3.848833245395242,3.821154971776986,4.139784946236559,3.8491227226842284,2.7723622758621422
Mind Game,3.85,10334,3.84765750192604,3.8089331313587254,4.139784946236559,3.8482348389592804,2.5773537562939293
The Gospel According to St. Matthew,3.85,13320,3.8481806656694095,3.8138796601047757,4.139784946236559,3.8486303939962476,2.6481236411100886
Stroszek,3.85,14898,3.8483727254482205,3.8158658503169693,4.139784946236559,3.848775414346105,2.679339884206284
Rockstar,3.85,47119,3.8494843117301616,3.8308911116023774,4.139784946236559,3.8496127238774296,3.0003915352445665
Berserk: The Golden Age Arc II - The Battle for Doldrey,3.85,11540,3.8479012510785164,3.811163234223579,4.139784946236559,3.848419229103508,2.6081287038857894
The Enigma of Kaspar Hauser,3.85,18501,3.8486887768853433,3.8194009949942345,4.139784946236559,3.849013833351346,2.7397313031141692
Machuca,3.85,12522,3.8480651845370666,3.812734111804078,4.139784946236559,3.848543146802906,2.6308986654053754
The Official Story,3.85,10487,3.8476915156116545,3.8092373835884303,4.139784946236559,3.848260579489135,2.5814513918260484
Kikujiro,3.85,21664,3.848879778023395,3.821742248780251,4.139784946236559,3.849157783007984,2.783736835437962
Mephisto,3.85,11318,3.8478602656579874,3.8107798467180567,4.139784946236559,3.8483882363331277,2.6027128394971335
Water,3.85,15229,3.8484079782708296,3.8162425427528635,4.139784946236559,3.848802021793357,2.685466746639506
Waterloo Bridge,3.85,10675,3.8477319813519815,3.8096021729922693,4.139784946236559,3.848291198501873,2.586405310805828
Smiles of a Summer Night,3.85,14391,3.8483155944879166,3.8152636874137684,4.139784946236559,3.8487322867463183,2.669686168214833
Three Wishes for Cinderella,3.85,10800,3.8477581105990786,3.809839388778769,4.139784946236559,3.8483109671448403,2.5896510878130123
The Second Mother,3.85,16194,3.848502554789461,3.817273633516046,4.139784946236559,3.8488733872461265,2.702597086261786
A Letter to Three Wives,3.85,10361,3.8476635769858802,3.808987316073825,4.139784946236559,3.848239436619718,2.578081257957072
City of Life and Death,3.85,11476,3.847889597431893,3.81105385865999,4.139784946236559,3.8484104172110443,2.6065781356354263
"Ivan the Terrible, Part I",3.85,10592,3.847714292426236,3.8094423292105324,4.139784946236559,3.8482778144757956,2.5842290516796034
Blind Chance,3.85,10788,3.847755628344713,3.809816796475605,4.139784946236559,3.8483090892244975,2.589341127544758
Magadheera,3.85,24323,3.8490019899068644,3.8233440639670198,4.139784946236559,3.8492498355804012,2.816016305300507
Rory O'Shea Was Here,3.85,15802,3.848465524854908,3.8168662620178573,4.139784946236559,3.848845448219144,2.6957648584249787
Kolya,3.85,16011,3.848485492808667,3.81708533148988,4.139784946236559,3.8488605144855144,2.699428373522207
The Snitch,3.85,11587,3.8479097275930223,3.8112429748708347,4.139784946236559,3.8484256383712907,2.6092619362763942
Dear Frankie,3.85,22289,3.848911119566677,3.822144540160109,4.139784946236559,3.8491813940970667,2.791666930328658
The Barber of Siberia,3.85,12533,3.8480668759437338,3.812750647838202,4.139784946236559,3.848544424948158,2.6311434820941795
Nanban,3.85,16237,3.84850650825812,3.8173174139056476,4.139784946236559,3.8488763699051844,2.7033364513971203
Bang Bang You're Dead,3.85,13027,3.848139902118223,3.813471383903404,4.139784946236559,3.848599600982198,2.6419221123204273
Character,3.85,11162,3.84783049411345,3.8105035720485114,4.139784946236559,3.8483657204262562,2.598843168835598
The Butterfly's Dream,3.85,23445,3.848964694615876,3.822845547326166,4.139784946236559,3.849221748400853,2.8057653210773448
Shall We Dance?,3.85,11462,3.847887030924253,3.811029809814157,4.139784946236559,3.8484084764977764,2.606237796371163
Don,3.85,12605,3.8480778743579616,3.8128583448207682,4.139784946236559,3.84855273592387,2.6327406324042615
Nerkonda Paarvai,3.85,10465,3.8476866856871137,3.8091940491852188,4.139784946236559,3.8482569245463227,2.580865883223269
Mr. India,3.85,16266,3.8485091627849966,3.817346841524727,4.139784946236559,3.8488783725646853,2.7038339883274993
Guru,3.85,24633,3.84901452416643,3.8235136455071794,4.139784946236559,3.8492592742917444,2.8195474963071994
Rock On!!,3.85,22704,3.8489309791684976,3.822402385578929,4.139784946236559,3.8491963538685106,2.796810605511129
Geetha Govindam,3.85,15100,3.848394422442244,3.816097218294746,4.139784946236559,3.848791790797749,2.6830949197983593
Tabutta Rövasata,3.85,10695,3.847736202885063,3.8096404089532694,4.139784946236559,3.8482943925233646,2.58692718081144
Oye Lucky! Lucky Oye!,3.85,17964,3.848649689130676,3.818942851101419,4.139784946236559,3.848984361956704,2.7315186586379063
Let's Sin,3.85,13583,3.8482157632215945,3.8142347479581096,4.139784946236559,3.848656903149838,2.653575115360545
Thou Gild'st the Even,3.85,10338,3.8476584039276087,3.8089411722210635,4.139784946236559,3.8482355216088178,2.577461654162201
Mankatha,3.85,15939,3.848478672837576,3.8170103523510255,4.139784946236559,3.8488553687907676,2.698171728649403
Harry Potter and the Sorcerer's Stone,3.8,826532,3.799973596690951,3.7953902471519045,4.086021505376344,3.7999782223905276,3.7497870645772684
Saw,3.8,446672,3.7999511452312627,3.793726388470163,4.086021505376344,3.799959702424794,3.5804168803564886
Dazed and Confused,3.8,194397,3.7998877611894244,3.790481582931227,4.086021505376344,3.799907408359996,3.3514612183940384
Avatar: The Way of Water,3.8,461810,3.799952746503269,3.793830249971432,4.086021505376344,3.7999610233535073,3.5895894636440535
Once Upon a Time in Hollywood,3.8,802493,3.7999728058185043,3.795321622147209,4.086021505376344,3.7999775700375578,3.7416640003233734
American Psycho,3.8,678928,3.799967856837777,3.794913086961307,4.086021505376344,3.799973487811021,3.6956460956137285
Harry Potter and the Half-Blood Prince,3.8,575493,3.799962080157347,3.7944741370038426,4.086021505376344,3.7999687227409997,3.650156620064937
Watchmen,3.8,570312,3.799961735704693,3.794449054497184,4.086021505376344,3.799968438605197,3.6476677322140345
Superbad,3.8,613485,3.799964428272226,3.7946482383612827,4.086021505376344,3.799970659668454,3.6677506662439074
300,3.8,847087,3.799974237342956,3.795446592321629,4.086021505376344,3.7999787508322584,3.7565476211172792
Star Wars: Episode III - Revenge of the Sith,3.8,825049,3.7999735492346978,3.795386100647428,4.086021505376344,3.799978183246187,3.7492928209132783
Giant,3.8,41310,3.799472328336557,3.7792871347777064,4.086021505376344,3.799564322885151,2.925215877299538
Stardust,3.8,280065,3.799922087356978,3.7920734301927173,4.086021505376344,3.799935730353126,3.4519466543746233
The Fifth Element,3.8,492875,3.7999557245016993,3.794028182432638,4.086021505376344,3.799963479954553,3.6075064080305124
Love Actually,3.8,506995,3.799956957469258,3.794112068009223,4.086021505376344,3.79996449704142,3.615279958257611
Hell or High Water,3.8,243851,3.799910519022062,3.7915038496891795,4.086021505376344,3.799926185945804,3.413839500339492
The Little Mermaid,3.8,283516,3.799923035554333,3.792121927379148,4.086021505376344,3.7999365126392757,3.4553171420978352
Moana,3.8,361645,3.799939660487427,3.7930264060486203,4.086021505376344,3.7999502281211117,3.522302466849905
Nimona,3.8,31355,3.799305062888075,3.776205050829409,4.086021505376344,3.799426020408163,2.849333047657498
The Others,3.8,382628,3.7999429690235655,3.793220687072222,4.086021505376344,3.79995295753372,3.537824531840386
Office Space,3.8,280486,3.7999222042803775,3.792079394508949,4.086021505376344,3.799935826817973,3.4523600498729397
Baby Driver,3.8,583435,3.7999625962963917,3.794511934941548,4.086021505376344,3.79996914849856,3.653928689885793
Romeo and Juliet,3.8,33956,3.7993582161971413,3.7771404505922113,4.086021505376344,3.7994699802714877,2.8712646675284144
What We Do in the Shadows,3.8,194015,3.79988754025713,3.790472191853133,4.086021505376344,3.7999072260591693,3.3509198799448496
West Side Story,3.8,118739,3.7998162750759747,3.78781182736903,4.086021505376344,3.7998484133935184,3.2157886791558017
Guardians of the Galaxy Vol. 2,3.8,736895,3.7999703851712137,3.795117545300419,4.086021505376344,3.799975573347808,3.7181944231807105
Fury,3.8,525445,3.7999584686819095,3.7942165343866225,4.086021505376344,3.7999657436483014,3.625117287123423
Moulin Rouge!,3.8,294405,3.799925881713674,3.792269312514247,4.086021505376344,3.799938860772392,3.4656893130511452
Zombieland,3.8,604822,3.7999639188125753,3.794609989040061,4.086021505376344,3.7999702394238355,3.6638366878097184
Deadpool 2,3.8,620183,3.7999648124172687,3.7946772601550567,4.086021505376344,3.7999709765425966,3.6707391483068
RoboCop,3.8,272656,3.799919970591039,3.791966213022757,4.086021505376344,3.7999339839581014,3.444567980455539
The Godfather Part III,3.8,414411,3.799947342452004,3.7934863289946064,4.086021505376344,3.7999565653835754,3.5597851633087725
Train to Busan,3.8,242936,3.7999101820681025,3.7914878262299343,4.086021505376344,3.7999259079364944,3.412804879798701
Moneyball,3.8,450077,3.799951514794713,3.793750206711113,4.086021505376344,3.799960007287561,3.5825068865857093
Kick-Ass,3.8,582675,3.7999625475138354,3.7945083514169204,4.086021505376344,3.7999691082583924,3.6535699549805463
The Butterfly Effect,3.8,509902,3.799957202834776,3.794128903788968,4.086021505376344,3.7999646994451926,3.6168534651200144
Midnight in Paris,3.8,441241,3.799950543972118,3.793687828474578,4.086021505376344,3.799959206429066,3.5770501055178876
Gifted,3.8,126010,3.799826872124385,3.7881698797192116,4.086021505376344,3.7998571598619213,3.2321454559602
The Birds,3.8,199435,3.7998905957841442,3.7906028969443586,4.086021505376344,3.7999097472924186,3.358502778561685
The Reader,3.8,254291,3.799914191970622,3.79168049788605,4.086021505376344,3.799929216346305,3.425376939893697
End of Watch,3.8,261510,3.7999165602538616,3.791796399767851,4.086021505376344,3.799931170296159,3.4330810376263083
Inside Man,3.8,389104,3.799943918088983,3.793277446875143,4.086021505376344,3.799953740468609,3.542443549757241
Minority Report,3.8,572354,3.799961872209139,3.794458981025089,4.086021505376344,3.7999685512064976,3.6486513726678993
Sherlock Holmes,3.8,656352,3.799966751320075,3.794826214144491,4.086021505376344,3.799972575900006,3.686338968709551
The Fly,3.8,195159,3.7998881993145806,3.7905002333478457,4.086021505376344,3.7999077698755914,3.3525378909533075
Lost Highway,3.8,149559,3.7998541230808303,3.789144081123429,4.086021505376344,3.799879650183199,3.2792974132629364
A Star Is Born,3.8,406097,3.7999462645298374,3.7934198662228544,4.086021505376344,3.799955676160176,3.5542076418161557
My Cousin Vinny,3.8,135714,3.7998392467811786,3.7886020523556816,4.086021505376344,3.7998673730280945,3.2525629902486717
Jeremiah Johnson,3.8,34024,3.7993594969771673,3.777163450675452,4.086021505376344,3.799471039407564,2.871815241108102
Guillermo del Toro's Pinocchio,3.8,105151,3.799792544747673,3.7870454632086448,4.086021505376344,3.799828825744608,3.182342133516644
Kung Fu Panda,3.8,499456,3.799956307832138,3.794067722571409,4.086021505376344,3.7999639611501195,3.611156813198333
Blood Simple,3.8,101954,3.799786042704208,3.786843175867156,4.086021505376344,3.799823458448984,3.1738448011837708
The Machinist,3.8,407158,3.799946404540185,3.793428461256849,4.086021505376344,3.7999557916608335,3.554925747008494
Dark City,3.8,208010,3.799895104777468,3.790799136766767,4.086021505376344,3.799913467778766,3.3700886147209657
Bridge of Spies,3.8,322219,3.7999322786243788,3.7926112115855277,4.086021505376344,3.799944138239237,3.4905341794477356
The Thin Red Line,3.8,195613,3.7998884587275055,3.7905112933401157,4.086021505376344,3.7999079839278593,3.353177376354793
Falling Down,3.8,200590,3.7998912255781496,3.790630061985713,4.086021505376344,3.7999102669558065,3.360092035560285
Close Encounters of the Third Kind,3.8,211725,3.7998969448707354,3.7908804235214073,4.086021505376344,3.799914986067161,3.3749604562307094
Rebel Without a Cause,3.8,95771,3.7997722367748192,3.7864235185521853,4.086021505376344,3.799812061476779,3.156627101335943
Gone Baby Gone,3.8,283492,3.7999230290397894,3.7921215931706347,4.086021505376344,3.7999365072646265,3.4552938439835996
The Royal Tenenbaums,3.8,306876,3.799928893283723,3.7924283635392686,4.086021505376344,3.7999413453423316,3.4771071775958617
The Skin I Live In,3.8,161295,3.7998647339551894,3.7895476690632632,4.086021505376344,3.7998884066955982,3.3000880390437946
True Grit,3.8,351316,3.7999378867050306,3.792924430001061,4.086021505376344,3.799948764804837,3.5143276279476465
Eastern Promises,3.8,254820,3.7999143700710163,3.791689158204462,4.086021505376344,3.7999293632885314,3.42594886859094
The Road Warrior,3.8,188929,3.7998845136232067,3.7903444512984814,4.086021505376344,3.799904728635396,3.3436090850095717
Mulan,3.8,305854,3.799928655722056,3.7924156968040483,4.086021505376344,3.799941149353133,3.476189096630371
Traffic,3.8,216006,3.799898986836746,3.7909714772702534,4.086021505376344,3.799916670910277,3.3804696394855633
The Peanut Butter Falcon,3.8,98097,3.799777634568555,3.786586052101635,4.086021505376344,3.799816517502191,3.1632313008726456
The Raid: Redemption,3.8,213001,3.7998975620860733,3.790907850571556,4.086021505376344,3.7999154953381593,3.37661409762515
The Blind Side,3.8,352165,3.7999380364266147,3.7929329811117074,4.086021505376344,3.7999488883209813,3.5149919130929383
Thelma & Louise,3.8,165971,3.7998685437384427,3.7896963917265847,4.086021505376344,3.7998915505856266,3.3079530759102265
The Naked Gun: From the Files of Police Squad!,3.8,179122,3.7998781924631078,3.790082921158059,4.086021505376344,3.799899512636286,3.328939126920173
Rise of the Planet of the Apes,3.8,546677,3.799960081539781,3.794330138762343,4.086021505376344,3.799967074094263,3.6360192053118445
Despicable Me,3.8,569264,3.799961665267322,3.7944439392322145,4.086021505376344,3.799968380502012,3.6471615375119955
Incredibles 2,3.8,318385,3.799931463249957,3.7925667634700178,4.086021505376344,3.799943465561104,3.487239853713831
Snow White and the Seven Dwarfs,3.8,210171,3.7998961830644893,3.7908466836612593,4.086021505376344,3.7999143574908643,3.3729330267434765
After Hours,3.8,76493,3.799714872685941,3.7848018633070044,4.086021505376344,3.7997646997307113,3.094770575181977
Dark Waters,3.8,96139,3.7997731081516597,3.7864496264742327,4.086021505376344,3.799812780828757,3.157682572727483
Freedom Writers,3.8,83009,3.7997372409973633,3.7854130524001874,4.086021505376344,3.7997831691040065,3.117268968784084
Rushmore,3.8,194258,3.7998876808983675,3.7904781689706306,4.086021505376344,3.799907342108379,3.3512643624324756
Dawn of the Planet of the Apes,3.8,457379,3.7999522887704975,3.7938003839766594,4.086021505376344,3.799960645759362,3.5869360827515173
Die Hard with a Vengeance,3.8,400048,3.799945452114232,3.793370211780332,4.086021505376344,3.79995500596171,3.5500773784991413
Breakfast at Tiffany's,3.8,187993,3.7998839387799594,3.7903203785201836,4.086021505376344,3.7999042543005777,3.342242227645559
United 93,3.8,109623,3.799801003893392,3.78731340309706,4.086021505376344,3.799835808370124,3.193804626039908
Match Point,3.8,224558,3.7999028329356035,3.7911454998926226,4.086021505376344,3.7999198443198563,3.3911555496175416
Creed,3.8,303480,3.799928097716865,3.7923860263875246,4.086021505376344,3.7999406889961613,3.474044595292629
Enter the Dragon,3.8,110464,3.7998025182329838,3.7873619610693217,4.086021505376344,3.7998370583602634,3.195907920215466
Lord of War,3.8,330367,3.799933948616445,3.7927030863105315,4.086021505376344,3.799945515963822,3.4974069960117173
The Jungle Book,3.8,193496,3.7998872386926106,3.790459388159413,4.086021505376344,3.7999069772249237,3.350182686291223
Seven Pounds,3.8,311331,3.799929910623962,3.7924828476024306,4.086021505376344,3.799942184649382,3.4810737935080525
The Florida Project,3.8,123050,3.7998227091795282,3.7880279602343854,4.086021505376344,3.7998537239445778,3.2256035403883883
The Mitchells vs the Machines,3.8,120955,3.7998196396843107,3.787924373623967,4.086021505376344,3.7998511904761907,3.2208775518885044
Fallen Angels,3.8,47002,3.799536162118507,3.780588785193678,4.086021505376344,3.7996170783074863,2.9607411995924107
Only the Brave,3.8,74694,3.7997080100074916,3.7846191442459243,4.086021505376344,3.799759032918781,3.0882207197618694
Ponyo,3.8,155149,3.7998593773155753,3.7893420368007598,4.086021505376344,3.7998839862330325,3.2893963133428805
50/50,3.8,339085,3.7999356465714245,3.7927976926637905,4.086021505376344,3.799946916747766,3.5045753744133834
The Last King of Scotland,3.8,192928,3.799886906797666,3.7904453163631753,4.086021505376344,3.799906703363344,3.349373622890219
Drive My Car,3.8,60354,3.7996386911462814,3.782880900545006,4.086021505376344,3.7997017843237955,3.029553563809586
Lethal Weapon,3.8,270105,3.7999192148951524,3.7919282783689456,4.086021505376344,3.799933360482766,3.4419809373262367
Hotel Mumbai,3.8,68456,3.79968142206522,3.783930547519164,4.086021505376344,3.799737076583748,3.064220052633126
"Planes, Trains & Automobiles",3.8,152759,3.7998571779149133,3.789258734028426,4.086021505376344,3.7998821711921655,3.2851238034586796
Burning Days,3.8,10175,3.7978655745721266,3.758021635360755,4.086021505376344,3.798231827111984,2.5396146630618412
Running on Empty,3.8,17405,3.798749670581495,3.7679903442186173,4.086021505376344,3.7989661114302127,2.6873447584401444
21 Grams,3.8,242922,3.7999101768928107,3.791487580358166,4.086021505376344,3.7999259036665336,3.412789019289116
Dead Man's Shoes,3.8,56647,3.799615067816639,3.7823269095748997,4.086021505376344,3.799682270705359,3.012108554122684
Repulsion,3.8,55780,3.7996090900949313,3.782189409159071,4.086021505376344,3.799677332616295,3.0078638286703474
Mysterious Skin,3.8,74057,3.799705500155181,3.784552850820793,4.086021505376344,3.7997569603845425,3.0858636273997493
Sabrina,3.8,68586,3.7996820254676846,3.7839458525675775,4.086021505376344,3.799737574900497,3.06474218871168
Searching,3.8,175975,3.7998760147706285,3.789994390253697,4.086021505376344,3.7998977156495055,3.3240609346836516
Gettysburg,3.8,30643,3.7992889421040625,3.7759283576563067,4.086021505376344,3.799412685982772,2.8430117295849264
The Body,3.8,70552,3.79969087986176,3.784172114604335,4.086021505376344,3.799744887112547,3.0725200584532852
The Boy Who Harnessed the Wind,3.8,42267,3.799484261644256,3.7795243122806257,4.086021505376344,3.799574186222559,2.9315186840985312
Star Trek: First Contact,3.8,130164,3.799832395134164,3.788360804780223,4.086021505376344,3.799861718227842,3.2410716509067887
Escape from Alcatraz,3.8,143712,3.7998481900641337,3.788924760978886,4.086021505376344,3.799874753856537,3.268322052342385
I Am Sam,3.8,153468,3.799857837517424,3.789283649333858,4.086021505376344,3.79988271552651,3.286398189311914
The Secret World of Arrietty,3.8,99398,3.7997805436006757,3.786674457350206,4.086021505376344,3.799818918946108,3.1668572634904217
Dangerous Liaisons,3.8,73619,3.799703749202514,3.7845067677910786,4.086021505376344,3.7997555145061392,3.084231102444966
The Commitments,3.8,37484,3.7994185405232583,3.7782494777653675,4.086021505376344,3.799519859158686,2.8984684080630556
From Here to Eternity,3.8,49653,3.799560901756433,3.7811168514104496,4.086021505376344,3.7996375206411854,2.9758415002829026
The Bridges of Madison County,3.8,86448,3.7997476878078102,3.7857073156447147,4.086021505376344,3.799791794385388,3.12844087843456
The Shootist,3.8,26130,3.799166367456073,3.773917911441261,4.086021505376344,3.7993112684140042,2.79916616636409
Interstate 60: Episodes of the Road,3.8,35528,3.799386573163191,3.7776550839279293,4.086021505376344,3.7994934286437956,2.8837192618289595
Walkabout,3.8,26752,3.799185713752705,3.7742250871012195,4.086021505376344,3.7993272788429193,2.8056403701013988
Where Eagles Dare,3.8,61327,3.799644418919139,3.7830178956543965,4.086021505376344,3.7997065153590293,3.033954979983538
Kelly's Heroes,3.8,52449,3.7995842873197585,3.78162968433456,4.086021505376344,3.7996568421855335,2.9909180945813185
The Invisible Man,3.8,38316,3.7994311499765416,3.778488344204435,4.086021505376344,3.7995302836564804,2.904510124659093
Volver,3.8,105740,3.799793699782588,3.787081724960138,4.086021505376344,3.799829779185777,3.1838794189285085
25th Hour,3.8,182868,3.799880686974491,3.7901853037503646,4.086021505376344,3.7999015710356367,3.334635318011138
The Red Violin,3.8,34070,3.7993603604923796,3.777178970331086,4.086021505376344,3.79947175348496,2.8721870643580667
Weekend,3.8,31914,3.799317216243274,3.776415737956923,4.086021505376344,3.799436072558664,2.8541962087567665
Philomena,3.8,102699,3.7997875940398447,3.7868911601048048,4.086021505376344,3.799824739055927,3.175848516778915
Just Mercy,3.8,73187,3.799702001720442,3.784460910240581,4.086021505376344,3.799754071483222,3.082611398929194
Leave Her to Heaven,3.8,14298,3.7984789169222193,3.76465112432161,4.086021505376344,3.7987415227574632,2.63323073778119
"Oslo, August 31st",3.8,28566,3.7992373322616717,3.775062645665268,4.086021505376344,3.7993699905498577,2.8236959353603286
God's Own Country,3.8,34148,3.7993618194046435,3.7772052142642827,4.086021505376344,3.7994729599156734,2.872816401442212
Vampire Hunter D: Bloodlust,3.8,34392,3.799366340514488,3.7772867309983815,4.086021505376344,3.799476698549292,2.8747758557243936
On Golden Pond,3.8,33885,3.799356873434507,3.7771163616442083,4.086021505376344,3.799468869873119,2.870688626111513
Barton Fink,3.8,126725,3.7998278485505814,3.7882034115165935,4.086021505376344,3.799857965753965,3.2337026352572877
Shane,3.8,43145,3.799494744762125,3.7797349070793245,4.086021505376344,3.799582850521437,2.937176919339228
Maurice,3.8,22465,3.7990306684432595,3.7718547437436154,4.086021505376344,3.799198931909212,2.7575760470377073
Sorry We Missed You,3.8,24578,3.799113833847653,3.773100982023034,4.086021505376344,3.799267786681853,2.7823148431702944
"To Sir, with Love",3.8,19680,3.79889384186518,3.76991312457608,4.086021505376344,3.7990855981711964,2.7211516752707583
Victoria,3.8,61623,3.7996461255330534,3.7830589243921784,4.086021505376344,3.79970792496917,3.035280106056755
Sanju,3.8,58429,3.7996267976538585,3.7825998206751485,4.086021505376344,3.7996919601601804,3.020632689879453
Leviathan,3.8,55830,3.7996094398711526,3.7821974260432363,4.086021505376344,3.7996776215635353,3.008110409545554
Watership Down,3.8,38494,3.7994337769821502,3.7785384356271905,4.086021505376344,3.799532455388451,2.9057856584058737
The Hurricane,3.8,100620,3.799783207509685,3.7867559240894924,4.086021505376344,3.799821118012422,3.170220082030288
The Taking of Pelham One Two Three,3.8,33708,3.799353501392262,3.777055976499221,4.086021505376344,3.79946608133361,2.86924730770341
The Muppet Movie,3.8,38095,3.799427854240398,3.778425662227527,4.086021505376344,3.799527559055118,2.9029181854450643
The Trial,3.8,23168,3.7990600180894134,3.772288347198735,4.086021505376344,3.799223233936046,2.766055969367974
A Little Princess,3.8,35987,3.7993943863251656,3.7777989252325654,4.086021505376344,3.799499888864192,2.887251985001993
The Tenant,3.8,46385,3.799529998923226,3.7804594082844574,4.086021505376344,3.7996119853416683,2.957104595653698
"Argentina, 1985",3.8,28417,3.799233340359012,3.774996900382841,4.086021505376344,3.799366687777074,2.8222567161332464
Nashville,3.8,27830,3.7992171987087517,3.7747327495252057,4.086021505376344,3.7993533321358,2.816512387097347
The Long Good Friday,3.8,24208,3.799100317421057,3.772894658765491,4.086021505376344,3.7992565976954524,2.778140412217858
